?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FOODON_03312067>	"A cured sausage which consists of fermented and air-dried meat, typically pork."@en	"SUBSET_SIREN:F12067"
<http://purl.obolibrary.org/obo/ECTO_9000887>	"An exposure to ranitidine."	
<http://purl.obolibrary.org/obo/FOODON_00002339>		
<http://purl.obolibrary.org/obo/CHEBI_33742>		
<http://purl.obolibrary.org/obo/ECTO_9001260>	"An exposure to tert-butyl group."	
<http://purl.obolibrary.org/obo/CHEBI_33286>	"An agrochemical is a substance that is used in agriculture or horticulture."	"Wikipedia:Agrochemical"
<http://purl.obolibrary.org/obo/GO_0006700>	"The chemical reactions and pathways resulting in the formation of C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones."	
<http://purl.obolibrary.org/obo/ENVO_01000320>	"A marine environment and enviroment which is determined by a marine water body."	
<http://purl.obolibrary.org/obo/PATO_0000125>	"A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter."	
<http://purl.obolibrary.org/obo/CHEBI_42355>	"An erythromycin that consists of erythronolide A having 2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranosyl and 3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl residues attahced at positions 4 and 6 respectively."	"Drug_Central:1048 LIPID_MAPS_instance:LMPK04000006 Beilstein:75279 Beilstein:75000 DrugBank:DB00199 CAS:1675-02-1 KEGG:D00140 MetaCyc:CPD-13804 PDBeChem:ERY CAS:114-07-8 KEGG:C01912 Reaxys:75279 Patent:US2823203 LINCS:LSM-3416"
<http://purl.obolibrary.org/obo/ECTO_4000032>	"A exposure event involving the interaction of an exposure receptor to decreased amount of temperature of water."	
<http://purl.obolibrary.org/obo/CHEBI_48540>	"Any of the drugs that act on beta-adrenergic receptors."	
<http://purl.obolibrary.org/obo/CHEBI_50450>	"A naphthylamine that is naphthalene substituted by an amino group at position 1."	"PMID:23706116 PMID:24735928 KEGG:C14790 Reaxys:386133 Wikipedia:1-Naphthylamine CAS:134-32-7 Gmelin:165496 Beilstein:386133"
<http://purl.obolibrary.org/obo/ECTO_7000145>	"A exposure event involving the interaction of an exposure receptor to radioactive material."	
<http://purl.obolibrary.org/obo/CHEBI_36607>	"Acid anhydrides derived by loss of water between two oxoacid functions RkE(=O)l(OH)m (l =/= 0) (carboxylic, sulfonic, etc.) in the same molecule so as to close a ring."	
<http://purl.obolibrary.org/obo/ENVO_01000060>	"Particulate material is an environmental material which is composed of microscopic portions of solid or liquid material suspended in another environmental material."	
<http://purl.obolibrary.org/obo/ECTO_9000087>	"An exposure to iron molecular entity."	
<http://purl.obolibrary.org/obo/NCIT_C93214>	"An act of aggression between individuals."	
<http://purl.obolibrary.org/obo/CHEBI_39317>	"Any chemical substance that inhibits the life-cycle of an organism."	
<http://purl.obolibrary.org/obo/FOODON_00002338>		
<http://purl.obolibrary.org/obo/ECTO_9000309>	"An exposure to linoleate."	
<http://purl.obolibrary.org/obo/CHEBI_17632>	"A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3."	"Beilstein:3587575 Gmelin:1574 Wikipedia:Nitrate MetaCyc:NITRATE PDBeChem:NO3 CAS:14797-55-8"
<http://purl.obolibrary.org/obo/ENVO_02000023>	"A bodily fluid material which is composed primarily of bile, a bodily fluid consisting of a bitter, yellow or green alkaline fluid secreted by hepatocytes from the liver of most vertebrates. In many species, bile is stored in the gallbladder between meals and upon eating is discharged into the duodenum where the bile aids the process of digestion of lipids."	
<http://purl.obolibrary.org/obo/CHEBI_33741>		
<http://purl.obolibrary.org/obo/CHEBI_24874>	"Any  ionophore capable of transportation of iron ions across membranes."	
<http://purl.obolibrary.org/obo/ENVO_03520007>	"A water ice crystal which is constituted by water molecules aligned in a hexagonal array."@en	
<http://purl.obolibrary.org/obo/UBERON_0005983>	"The laminar structure of the heart."	
<http://purl.obolibrary.org/obo/CHEBI_50410>		
<http://purl.obolibrary.org/obo/CHEBI_39351>		
<http://purl.obolibrary.org/obo/CHEBI_30145>		"WebElements:Li CAS:7439-93-2"
<http://purl.obolibrary.org/obo/ECTO_9001433>	"An exposure to diethyl phthalate."	
<http://purl.obolibrary.org/obo/FOODON_00003476>	"A drupe fruit of an apricot tree (Prunus armeniaca)."@en	
<http://purl.obolibrary.org/obo/CHEBI_22958>		"Beilstein:8132074"
<http://purl.obolibrary.org/obo/CHEBI_35757>	"A carboxylic acid anion formed when the carboxy group of a monocarboxylic acid is deprotonated."	"KEGG:C00060"
<http://purl.obolibrary.org/obo/ECTO_9000310>	"An exposure to cholesterol."	
<http://purl.obolibrary.org/obo/CHEBI_59499>	"Any EC 3.4.* (hydrolases acting on peptide bond) inhibitor that inhibits the action of a dipeptidase (EC 3.4.13.*)."	
<http://purl.obolibrary.org/obo/ENVO_03510021>	"A clear transparent hard protective film or finish, primarily used for wood finishing applications."	
<http://purl.obolibrary.org/obo/ECTO_9002059>	"An exposure to food packaging gas."	
<http://purl.obolibrary.org/obo/CDNO_0200311>	"The concentration of quercetin when measured in some material entity."	"INFOODs:QUERCE"
<http://purl.obolibrary.org/obo/CHEBI_78185>	"An anionic phospholipid having a phosphate group at sn-1 or sn-3 position of the glycerol backbone, and with a combination of one or two acyl groups, alkyl groups, or alkenyl groups  attached at the sn-1, sn-2, or sn-3 positions through ester, ether or vinyl linkages respectively."	
<http://purl.obolibrary.org/obo/CHEBI_29281>		
<http://purl.obolibrary.org/obo/CHEBI_28795>	"A toluate that is the conjugate base of m-toluic acid."	"UM-BBD_compID:c0243 MetaCyc:CPD-8775 Beilstein:3904551 KEGG:C07211"
<http://purl.obolibrary.org/obo/ECTO_9001941>	"An exposure to protein kinase C agonist."	
<http://purl.obolibrary.org/obo/CHEBI_17245>	"A one-carbon compound in which the carbon is joined only to a single oxygen. It is a colourless, odourless, tasteless, toxic gas."	"PMID:7022476 MetaCyc:CARBON-MONOXIDE PMID:8620577 KEGG:C00237 MolBase:753 Beilstein:1900508 CAS:630-08-0 Beilstein:3535285 PMID:16371440 PMID:11572959 PMID:10085152 Beilstein:3587264 PMID:14527438 PMID:18094356 PMID:15127883 HMDB:HMDB0001361 UM-BBD_compID:c0369 PMID:15598489 KEGG:D09706 PMID:17041734 PMID:16520836 PMID:10679539 PMID:23762709 PMID:8240252 PDBeChem:CMO PMID:14563665 PMID:19909254 Gmelin:421 Wikipedia:Carbon_monoxide"
<http://purl.obolibrary.org/obo/FOODON_03411041>	"Any chemical or chemical mixture that exists in a food material or was added to a food material."@en	"http://www.langual.org/langual_thesaurus.asp?termid=B1041 http://www.langual.org/langual_thesaurus.asp?termid=B2973"
<http://purl.obolibrary.org/obo/ENVO_00002263>	"A portion of soil which is found in a garden."	
<http://purl.obolibrary.org/obo/CHEBI_44976>	"A phosphorus oxoacid that consists of a single pentavalent phosphorus covalently bound via single bonds to a single hydrogen and two hydroxy groups and via a double bond to an oxygen. The parent of the class of phosphonic acids."	"Wikipedia:Phosphonic_acid PDBeChem:PHS KEGG:C06701 CAS:13598-36-2 Reaxys:1209272 Gmelin:1619"
<http://purl.obolibrary.org/obo/CHEBI_36856>		"Beilstein:2069401 Gmelin:113 CAS:6914-07-4"
<http://purl.obolibrary.org/obo/CHEBI_31341>		"KEGG:C12277 KEGG:D01083 Gmelin:846915 PPDB:110 CAS:1305-62-0"
<http://purl.obolibrary.org/obo/CHEBI_42266>	"An alkane comprising of two carbon atoms."	"CAS:74-84-0 Beilstein:1730716 PMID:12826252 PMID:14664856 Wikipedia:Ethane Gmelin:212 PMID:16236899 Reaxys:1730716"
<http://purl.obolibrary.org/obo/ECTO_3000008>	"A history of exposure to Salmonella."	
<http://purl.obolibrary.org/obo/CHEBI_22152>	"A member of the class of abscisic acids in which the double bond betweeen positions 2 and 3 has cis- (natural) geometry."	"Beilstein:2698956"
<http://purl.obolibrary.org/obo/NCBITaxon_3502>		
<http://purl.obolibrary.org/obo/ECTO_0070149>	"An exposure to honey food product via ingestion."	
<http://purl.obolibrary.org/obo/CHEBI_37921>		
<http://purl.obolibrary.org/obo/ECTO_0010002>	"A exposure event involving the interaction of an exposure receptor to process quality."	
<http://purl.obolibrary.org/obo/CHEBI_23229>	"Any member of the class of chromanes that is chromane substituted by one or more hydroxy groups."	
<http://purl.obolibrary.org/obo/CHEBI_87228>	"A class of sulfonamides whose members generally have bacteriostatic antibiotic properties."	"PMID:25064257 PMID:24928456 PMID:25796473 PMID:26177406 Wikipedia:Sulfonamide_(medicine) PMID:24443047"
<http://purl.obolibrary.org/obo/PATO_0001291>	"A physical quality that inheres in an bearer by virtue of how that bearer interacts with electromagnetic radiation."	
<http://purl.obolibrary.org/obo/NCBITaxon_147554>		"GC_ID:1"
<http://purl.obolibrary.org/obo/ECTO_7000023>	"A exposure event involving the interaction of an exposure receptor to mineral dust."	
<http://purl.obolibrary.org/obo/CHEBI_19168>	"Any  oxo steroid carrying the oxo group at position 17."	
<http://purl.obolibrary.org/obo/ENVO_3100023>	"The concentration of nitrite when measured in liquid water."	
<http://purl.obolibrary.org/obo/PATO_0002505>	"A nucleate quality inhering in a bearer by virtue of the bearer's having one or more nucleus."	
<http://purl.obolibrary.org/obo/CHEBI_166881>	"An elastomeric copolymer of ethylene and vinyl acetate used to produce \"rubber-like\" materials."	"PMID:28294184 PMID:31974730 PMID:30223559 PMID:29660460 Wikipedia:Ethylene-vinyl_acetate PMID:26635146 PMID:16053563 PMID:26875544 PMID:32507163 PMID:33092105 AGR:IND605253205 PMID:31032003 PMID:6527279 PMID:30440763 CAS:24937-78-8 PMID:32759806 PMID:19031647 PMID:30769043 PMID:28789964 PMID:25242410"
<http://purl.obolibrary.org/obo/CDNO_0200794>	"The concentration of flavones when measured in some material entity."	
<http://purl.obolibrary.org/obo/ECTO_9002049>	"An exposure to Maillard reaction product."	
<http://purl.obolibrary.org/obo/ECTO_9001729>	"An exposure to hallucinogen."	
<http://purl.obolibrary.org/obo/ECTO_9000891>	"An exposure to rimsulfuron."	
<http://purl.obolibrary.org/obo/CHEBI_50784>	"A carboxylic ester of pivalic acid."	
<http://purl.obolibrary.org/obo/CHEBI_15138>	"A divalent inorganic anion obtained by removal of both protons from hydrogen sulfide."	"CAS:18496-25-8 UM-BBD_compID:c0569"
<http://purl.obolibrary.org/obo/NCBITaxon_1239>		"PMID:10555317 PMID:11034484 PMID:25403554 PMID:15143038 GC_ID:11 PMID:11542017 PMID:29458499 PMID:26654112"
<http://purl.obolibrary.org/obo/ECTO_9000687>	"An exposure to (E)-clothianidin."	
<http://purl.obolibrary.org/obo/FOODON_00001134>		
<http://purl.obolibrary.org/obo/CHEBI_87195>	"Any dicarboximide antifungal agent used as a fungicide."	
<http://purl.obolibrary.org/obo/CHEBI_34608>	"A dicarboximide that is 3a,4,7,7a-tetrahydrophthalimide in which the hydrogen attached to the nitrogen is replaced by a trichloromethyl group. A non-systemic fungicide introduced in the 1950s, it is widely used for the control of fungal diseases in fruits, vegetables, and ornamental crops."	"PMID:23742211 PMID:21121628 PMID:20433167 PMID:21381057 Patent:US2653155 PMID:9530801 PMID:20569196 Patent:US2713058 PMID:6578186 Wikipedia:Captan PMID:21381058 Patent:US2553771 PPDB:114 PMID:23692481 Pesticides:captan KEGG:C14438 CAS:133-06-2"
<http://purl.obolibrary.org/obo/CHEBI_37089>		
<http://purl.obolibrary.org/obo/ECTO_9000299>	"An exposure to calcium cation."	
<http://purl.obolibrary.org/obo/FOODON_00001007>	"A processed meat food product that is made from a sausage."@en	
<http://purl.obolibrary.org/obo/GO_1901135>	"The chemical reactions and pathways involving carbohydrate derivative."	
<http://purl.obolibrary.org/obo/CHEBI_5001>	"A chlorobenzophenone that is (4-chlorophenyl)(phenyl)methanone substituted by a [2-methyl-1-oxo-1-(propan-2-yloxy)propan-2-yl]oxy group at position 1 on the phenyl ring."	"PMID:32675219 Wikipedia:Fenofibrate PMID:23603800 PMID:34244236 Patent:US4058552 DrugBank:DB01039 KEGG:C07586 HMDB:HMDB0015173 PMID:17449930 Drug_Central:1152 KEGG:D00565 LINCS:LSM-3107 Chemspider:3222 Patent:DE2250327 CAS:49562-28-9 Reaxys:2062462 PMID:34515330 PMID:33704429 PMID:18212815"
<http://purl.obolibrary.org/obo/ECTO_9001155>	"An exposure to 1,3-benzothiazole-2-thiol."	
<http://purl.obolibrary.org/obo/FOODON_00002468>		
<http://purl.obolibrary.org/obo/ECTO_9001367>	"An exposure to lithium chloride."	
<http://purl.obolibrary.org/obo/ECTO_9001566>	"An exposure to Dioxation."	
<http://purl.obolibrary.org/obo/ECTO_0070136>	"An exposure to soda water via ingestion."	
<http://purl.obolibrary.org/obo/CHEBI_6541>	"A biphenylyltetrazole where a 1,1'-biphenyl group is attached at the 5-position and has an additional trisubstituted imidazol-1-ylmethyl group at the 4'-position"	"PMID:32048541 PMID:15703421 KEGG:C07072 PMID:31613648 Patent:US5138069 PMID:18800451 HMDB:HMDB0014816 Wikipedia:Losartan Reaxys:4770867 Drug_Central:1610 PMID:18940180 PMID:31636311 CAS:114798-26-4 Beilstein:4770867 PMID:18800458 PMID:18800450 PMID:11589260 PMID:11115412 DrugBank:DB00678 Patent:EP253310 KEGG:D08146 PMID:31299855 PMID:31893179 PMID:12561964 LINCS:LSM-3701"
<http://purl.obolibrary.org/obo/CHEBI_9398>	"A 5-(2-{[2-(2-ethoxyphenoxy)ethyl]amino}propyl)-2-methoxybenzenesulfonamide that has (R)-configuration. A specific alpha1 adrenoceptor antagonist used (generally as its hydrochloride salt, tamsulosin hydrochloride) in the treatment of prostatic hyperplasia, chronic prostatitis, urinary retention, and help with the passage of kidney stones."	"CAS:106133-20-4 PMID:29728928 Patent:EP34432 PMID:29971698 DrugBank:DB00706 PMID:2891044 KEGG:D08560 Reaxys:6896059 Wikipedia:Tamsulosin PMID:29974124 Beilstein:6896059 PMID:30174141 PMID:29737501 Drug_Central:2562 PMID:30360332 PMID:29913020 Patent:US4703063 KEGG:C07124"
<http://purl.obolibrary.org/obo/ECTO_9000811>	"An exposure to tebuconazole."	
<http://purl.obolibrary.org/obo/CHEBI_78631>	"A chromanol that is chromane in which the hydrogen at position 6 is replaced by a hydroxy group."	"Reaxys:1283166"
<http://purl.obolibrary.org/obo/CHEBI_35493>	"A drug that prevents or reduces fever by lowering the body temperature from a raised state. An antipyretic will not affect the normal body temperature if one does not have fever. Antipyretics cause the hypothalamus to override an interleukin-induced increase in temperature. The body will then work to lower the temperature and the result is a reduction in fever."	"Wikipedia:Antipyretic"
<http://purl.obolibrary.org/obo/ECTO_0070199>	"An exposure to cow milk cheese (nonfat) via ingestion."	
<http://purl.obolibrary.org/obo/ECTO_9000996>	"An exposure to Bis(2-chloro-1-methylethyl)ether."	
<http://purl.obolibrary.org/obo/ECTO_9002130>	"An exposure to food preservative."	
<http://purl.obolibrary.org/obo/CHEBI_920>	"A dinitrotoluene in which the methyl group is ortho to one of the nitro groups and para to the other. It is the most common isomer of dinitrotoluene."	"Wikipedia:2,4-Dinitrotoluene PMID:24893713 Reaxys:1912834 PMID:24467368 CAS:121-14-2 KEGG:C11006"
<http://purl.obolibrary.org/obo/CHEBI_26788>		
<http://purl.obolibrary.org/obo/CDNO_0200702>	"The concentration of ketose when measured in some material entity."	
<http://purl.obolibrary.org/obo/CHEBI_33098>	"A mononitrotoluene that is toluene carrying a nitro substituent at position 2."	"CAS:88-72-2 Reaxys:1907580 MetaCyc:2-NITROTOLUENE Wikipedia:2-Nitrotoluene PMID:20582618 PMID:21432561 PMID:7944378 KEGG:C19597 PMID:23153775"
<http://purl.obolibrary.org/obo/FOODON_00003816>	"An anatomical part of a plant that is consumed by humans or other animals as food."@en	
<http://purl.obolibrary.org/obo/CHEBI_34682>	"A member of the class of  pyrimidines that is pyrimidine carrying an isopropyl group at position 2, a methyl group at position 6 and a (diethoxyphosphorothioyl)oxy group at position 4."	"Reaxys:273790 KEGG:D07856 KEGG:C14324 VSDB:212 MetaCyc:CPD-8965 PPDB:212 PMID:18819606 Wikipedia:Diazinon CAS:333-41-5 HMDB:HMDB0032943 PMID:14536034 Beilstein:273790 Pesticides:diazinon"
<http://purl.obolibrary.org/obo/CHEBI_142546>	"A secondary amino compound that is ammonia in which nitrogen is substituted by a 1-(4-methoxy-3-sulfamoylphenyl)propan-2-yl group and a 2-(2-ethoxyphenoxy)ethyl group."	"PMID:2891044"
<http://purl.obolibrary.org/obo/ECTO_9001789>	"An exposure to pediculicide."	
